사고다발지FID,사고다발지ID,법정동코드,지점코드,시도시군구명,지점명,발생건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
104608,2020058,1123010300,11230006,서울특별시 동대문구6,서울특별시 동대문구 제기동(홍파초교 부근),23,29,0,10,17,2,127.0382173,37.58653202,"{""type"":""Polygon"",""coordinates"":[[[127.03934996,37.58653644],[127.03934517,37.58661498],[127.03933179,37.58669289],[127.03930993,37.58676957],[127.03927976,37.58684445],[127.0392415,37.58691695],[127.03919544,37.58698651],[127.03914194,37.58705262],[127.03908141,37.58711477],[127.0390143,37.58717248],[127.03894112,37.58722532],[127.03886243,37.58727288],[127.03877884,37.5873148],[127.03869097,37.58735077],[127.0385995,37.5873805],[127.03850511,37.58740378],[127.03840854,37.58742042],[127.03831051,37.5874303],[127.03821178,37.58743334],[127.03811308,37.58742953],[127.03801518,37.58741888],[127.03791882,37.58740148],[127.03782473,37.58737747],[127.03773363,37.58734702],[127.03764621,37.58731037],[127.03756313,37.5872678],[127.03748504,37.58721962],[127.03741252,37.58716622],[127.03734612,37.58710798],[127.03728636,37.58704536],[127.03723368,37.58697884],[127.03718848,37.58690892],[127.03715112,37.58683612],[127.03712187,37.58676101],[127.03710096,37.58668416],[127.03708855,37.58660616],[127.03708472,37.58652758],[127.03708952,37.58644904],[127.0371029,37.58637114],[127.03712476,37.58629445],[127.03715494,37.58621958],[127.0371932,37.58614708],[127.03723926,37.58607752],[127.03729276,37.58601141],[127.03735329,37.58594926],[127.03742041,37.58589155],[127.03749358,37.58583871],[127.03757227,37.58579115],[127.03765586,37.58574923],[127.03774373,37.58571327],[127.0378352,37.58568354],[127.03792958,37.58566026],[127.03802615,37.58564362],[127.03812418,37.58563374],[127.03822291,37.58563069],[127.0383216,37.58563451],[127.0384195,37.58564516],[127.03851586,37.58566255],[127.03860995,37.58568657],[127.03870105,37.58571701],[127.03878847,37.58575366],[127.03887154,37.58579624],[127.03894964,37.58584441],[127.03902216,37.58589782],[127.03908855,37.58595605],[127.03914832,37.58601867],[127.039201,37.58608519],[127.03924619,37.58615511],[127.03928356,37.58622791],[127.03931281,37.58630301],[127.03933372,37.58637986],[127.03934614,37.58645787],[127.03934996,37.58653644]]]}"
104610,2020058,1123010200,11230007,서울특별시 동대문구7,서울특별시 동대문구 용두동(성동구동대문구경계2 부근),22,30,0,12,17,1,127.0378905,37.57237903,"{""type"":""Polygon"",""coordinates"":[[[127.03902287,37.57238346],[127.03901808,37.572462],[127.0390047,37.5725399],[127.03898285,37.57261659],[127.03895268,37.57269146],[127.03891442,37.57276396],[127.03886838,37.57283353],[127.03881489,37.57289964],[127.03875436,37.57296178],[127.03868727,37.5730195],[127.0386141,37.57307233],[127.03853543,37.57311989],[127.03845185,37.57316182],[127.038364,37.57319778],[127.03827254,37.57322751],[127.03817818,37.57325079],[127.03808162,37.57326743],[127.03798361,37.57327731],[127.0378849,37.57328036],[127.03778622,37.57327654],[127.03768834,37.57326589],[127.03759199,37.5732485],[127.03749792,37.57322448],[127.03740684,37.57319403],[127.03731943,37.57315738],[127.03723637,37.57311481],[127.03715829,37.57306663],[127.03708579,37.57301323],[127.0370194,37.57295499],[127.03695965,37.57289237],[127.03690698,37.57282585],[127.0368618,37.57275593],[127.03682444,37.57268313],[127.0367952,37.57260802],[127.03677429,37.57253117],[127.03676188,37.57245316],[127.03675806,37.57237459],[127.03676285,37.57229605],[127.03677623,37.57221815],[127.03679809,37.57214146],[127.03682826,37.57206659],[127.03686652,37.57199409],[127.03691256,37.57192452],[127.03696605,37.57185842],[127.03702658,37.57179627],[127.03709368,37.57173856],[127.03716684,37.57168572],[127.03724551,37.57163816],[127.03732909,37.57159624],[127.03741694,37.57156028],[127.0375084,37.57153054],[127.03760276,37.57150727],[127.03769931,37.57149063],[127.03779732,37.57148075],[127.03789603,37.5714777],[127.03799471,37.57148152],[127.03809259,37.57149217],[127.03818893,37.57150956],[127.038283,37.57153358],[127.03837408,37.57156402],[127.03846148,37.57160067],[127.03854454,37.57164325],[127.03862262,37.57169142],[127.03869513,37.57174483],[127.03876151,37.57180306],[127.03882127,37.57186568],[127.03887394,37.5719322],[127.03891912,37.57200213],[127.03895648,37.57207492],[127.03898572,37.57215003],[127.03900663,37.57222688],[127.03901905,37.57230488],[127.03902287,37.57238346]]]}"
104609,2020058,1123010200,11230008,서울특별시 동대문구8,서울특별시 동대문구 용두동(시립동부병원앞교차로 부근),20,22,1,12,9,0,127.030739,37.57389344,"{""type"":""Polygon"",""coordinates"":[[[127.03187139,37.57389794],[127.03186659,37.57397647],[127.03185321,37.57405438],[127.03183135,37.57413106],[127.03180117,37.57420594],[127.03176291,37.57427843],[127.03171686,37.574348],[127.03166336,37.5744141],[127.03160283,37.57447625],[127.03153572,37.57453395],[127.03146255,37.57458678],[127.03138387,37.57463434],[127.03130029,37.57467626],[127.03121243,37.57471222],[127.03112097,37.57474195],[127.0310266,37.57476522],[127.03093004,37.57478185],[127.03083203,37.57479173],[127.03073331,37.57479476],[127.03063463,37.57479094],[127.03053675,37.57478029],[127.03044041,37.57476289],[127.03034633,37.57473887],[127.03025525,37.57470841],[127.03016785,37.57467176],[127.03008479,37.57462918],[127.03000672,37.574581],[127.02993421,37.57452759],[127.02986783,37.57446935],[127.02980809,37.57440673],[127.02975542,37.5743402],[127.02971024,37.57427027],[127.02967289,37.57419748],[127.02964366,37.57412237],[127.02962276,37.57404551],[127.02961035,37.57396751],[127.02960654,37.57388893],[127.02961134,37.57381039],[127.02962473,37.57373249],[127.02964659,37.57365581],[127.02967677,37.57358093],[127.02971503,37.57350844],[127.02976109,37.57343887],[127.02981459,37.57337277],[127.02987512,37.57331063],[127.02994222,37.57325292],[127.03001539,37.57320009],[127.03009407,37.57315253],[127.03017766,37.57311062],[127.03026551,37.57307466],[127.03035697,37.57304493],[127.03045134,37.57302166],[127.03054789,37.57300503],[127.0306459,37.57299515],[127.03074462,37.57299211],[127.0308433,37.57299594],[127.03094118,37.57300659],[127.03103752,37.57302399],[127.03113159,37.57304801],[127.03122267,37.57307846],[127.03131007,37.57311512],[127.03139313,37.5731577],[127.0314712,37.57320588],[127.03154371,37.57325929],[127.03161009,37.57331752],[127.03166983,37.57338014],[127.0317225,37.57344667],[127.03176768,37.5735166],[127.03180503,37.57358939],[127.03183427,37.5736645],[127.03185517,37.57374135],[127.03186758,37.57381936],[127.03187139,37.57389794]]]}"
104611,2020058,1123010300,11230009,서울특별시 동대문구9,서울특별시 동대문구 제기동(제기사거리 부근),20,22,0,8,12,2,127.0385194,37.58290143,"{""type"":""Polygon"",""coordinates"":[[[127.03965195,37.58290586],[127.03964715,37.58298439],[127.03963378,37.5830623],[127.03961192,37.58313898],[127.03958175,37.58321386],[127.03954349,37.58328636],[127.03949744,37.58335593],[127.03944394,37.58342204],[127.03938341,37.58348418],[127.0393163,37.58354189],[127.03924312,37.58359473],[127.03916444,37.58364229],[127.03908085,37.58368422],[127.03899299,37.58372018],[127.03890152,37.58374992],[127.03880714,37.58377319],[127.03871057,37.58378983],[127.03861255,37.58379971],[127.03851382,37.58380276],[127.03841513,37.58379894],[127.03831723,37.5837883],[127.03822087,37.5837709],[127.03812679,37.58374689],[127.03803569,37.58371644],[127.03794827,37.58367979],[127.0378652,37.58363721],[127.03778711,37.58358904],[127.03771459,37.58353563],[127.0376482,37.5834774],[127.03758844,37.58341478],[127.03753576,37.58334826],[127.03749057,37.58327833],[127.03745321,37.58320554],[127.03742396,37.58313043],[127.03740305,37.58305358],[127.03739064,37.58297557],[127.03738682,37.582897],[127.03739161,37.58281846],[127.03740499,37.58274055],[127.03742685,37.58266387],[127.03745703,37.582589],[127.03749528,37.5825165],[127.03754134,37.58244693],[127.03759483,37.58238082],[127.03765537,37.58231868],[127.03772248,37.58226097],[127.03779565,37.58220813],[127.03787433,37.58216057],[127.03795792,37.58211865],[127.03804579,37.58208268],[127.03813725,37.58205295],[127.03823163,37.58202967],[127.03832819,37.58201303],[127.03842621,37.58200315],[127.03852494,37.58200011],[127.03862363,37.58200392],[127.03872152,37.58201457],[127.03881788,37.58203197],[127.03891196,37.58205598],[127.03900306,37.58208643],[127.03909048,37.58212308],[127.03917354,37.58216565],[127.03925163,37.58221382],[127.03932415,37.58226723],[127.03939055,37.58232546],[127.03945031,37.58238808],[127.03950299,37.5824546],[127.03954818,37.58252453],[127.03958554,37.58259732],[127.03961479,37.58267242],[127.0396357,37.58274928],[127.03964812,37.58282728],[127.03965195,37.58290586]]]}"
104373,2020058,1123010200,11230010,서울특별시 동대문구10,서울특별시 동대문구 용두동(성심의원 부근),20,23,0,8,11,4,127.0382032,37.5740961,"{""type"":""Polygon"",""coordinates"":[[[127.03933563,37.57410053],[127.03933083,37.57417907],[127.03931746,37.57425697],[127.0392956,37.57433366],[127.03926543,37.57440853],[127.03922718,37.57448103],[127.03918113,37.5745506],[127.03912764,37.57461671],[127.03906712,37.57467885],[127.03900002,37.57473657],[127.03892685,37.5747894],[127.03884818,37.57483696],[127.0387646,37.57487889],[127.03867674,37.57491485],[127.03858528,37.57494459],[127.03849092,37.57496786],[127.03839436,37.5749845],[127.03829635,37.57499438],[127.03819763,37.57499743],[127.03809895,37.57499361],[127.03800107,37.57498296],[127.03790472,37.57496557],[127.03781065,37.57494156],[127.03771956,37.57491111],[127.03763215,37.57487446],[127.03754909,37.57483188],[127.03747101,37.57478371],[127.0373985,37.5747303],[127.03733212,37.57467207],[127.03727236,37.57460945],[127.03721969,37.57454292],[127.03717451,37.574473],[127.03713715,37.57440021],[127.03710791,37.5743251],[127.037087,37.57424825],[127.03707459,37.57417024],[127.03707076,37.57409167],[127.03707556,37.57401313],[127.03708894,37.57393522],[127.03711079,37.57385854],[127.03714097,37.57378366],[127.03717922,37.57371117],[127.03722527,37.5736416],[127.03727876,37.57357549],[127.03733929,37.57351334],[127.03740639,37.57345563],[127.03747955,37.5734028],[127.03755823,37.57335524],[127.03764181,37.57331331],[127.03772966,37.57327735],[127.03782112,37.57324762],[127.03791548,37.57322434],[127.03801203,37.5732077],[127.03811004,37.57319782],[127.03820876,37.57319478],[127.03830744,37.57319859],[127.03840532,37.57320924],[127.03850166,37.57322663],[127.03859574,37.57325065],[127.03868682,37.57328109],[127.03877423,37.57331774],[127.03885728,37.57336032],[127.03893537,37.57340849],[127.03900787,37.5734619],[127.03907426,37.57352013],[127.03913402,37.57358275],[127.03918669,37.57364927],[127.03923187,37.5737192],[127.03926923,37.57379199],[127.03929848,37.5738671],[127.03931939,37.57394395],[127.0393318,37.57402195],[127.03933563,37.57410053]]]}"
104617,2020058,1123011000,11230011,서울특별시 동대문구11,서울특별시 동대문구 이문동(외국어대 부근),19,22,0,11,9,2,127.0607347,37.59625739,"{""type"":""Polygon"",""coordinates"":[[[127.06186746,37.5962616],[127.06186269,37.59634014],[127.06184933,37.59641805],[127.06182749,37.59649473],[127.06179734,37.59656962],[127.06175909,37.59664212],[127.06171305,37.5967117],[127.06165957,37.59677782],[127.06159904,37.59683998],[127.06153194,37.5968977],[127.06145877,37.59695055],[127.06138009,37.59699813],[127.06129649,37.59704007],[127.06120862,37.59707605],[127.06111714,37.5971058],[127.06102276,37.59712909],[127.06092618,37.59714575],[127.06082814,37.59715565],[127.06072939,37.59715871],[127.06063068,37.59715492],[127.06053277,37.59714429],[127.06043638,37.59712691],[127.06034228,37.59710291],[127.06025115,37.59707248],[127.06016371,37.59703585],[127.06008061,37.59699329],[127.06000249,37.59694513],[127.05992995,37.59689174],[127.05986352,37.59683352],[127.05980373,37.59677091],[127.05975103,37.5967044],[127.0597058,37.59663448],[127.05966842,37.59656169],[127.05963914,37.59648659],[127.0596182,37.59640974],[127.05960577,37.59633174],[127.05960192,37.59625317],[127.05960669,37.59617463],[127.05962005,37.59609672],[127.05964189,37.59602003],[127.05967205,37.59594515],[127.05971029,37.59587265],[127.05975634,37.59580307],[127.05980982,37.59573695],[127.05987035,37.59567479],[127.05993745,37.59561707],[127.06001062,37.59556422],[127.06008931,37.59551665],[127.0601729,37.59547471],[127.06026077,37.59543873],[127.06035224,37.59540898],[127.06044663,37.59538568],[127.06054321,37.59536902],[127.06064124,37.59535912],[127.06073999,37.59535606],[127.06083869,37.59535986],[127.06093661,37.59537049],[127.06103299,37.59538786],[127.06112709,37.59541186],[127.06121822,37.59544229],[127.06130566,37.59547892],[127.06138875,37.59552148],[127.06146687,37.59556964],[127.06153942,37.59562303],[127.06160584,37.59568125],[127.06166563,37.59574386],[127.06171834,37.59581037],[127.06176356,37.59588029],[127.06180095,37.59595307],[127.06183023,37.59602817],[127.06185117,37.59610502],[127.06186361,37.59618303],[127.06186746,37.5962616]]]}"
104419,2020058,1123010600,11230012,서울특별시 동대문구12,서울특별시 동대문구 장안동(배봉초교 부근),18,19,0,8,11,0,127.0683909,37.57866299,"{""type"":""Polygon"",""coordinates"":[[[127.06952337,37.57866713],[127.06951861,37.57874567],[127.06950526,37.57882358],[127.06948344,37.57890027],[127.0694533,37.57897515],[127.06941507,37.57904766],[127.06936905,37.57911724],[127.06931558,37.57918336],[127.06925508,37.57924553],[127.06918799,37.57930325],[127.06911485,37.57935611],[127.06903619,37.57940369],[127.06895262,37.57944564],[127.06886477,37.57948162],[127.06877332,37.57951138],[127.06867896,37.57953468],[127.0685824,37.57955135],[127.06848439,37.57956125],[127.06838566,37.57956432],[127.06828698,37.57956053],[127.06818908,37.57954991],[127.06809272,37.57953254],[127.06799863,37.57950855],[127.06790753,37.57947812],[127.0678201,37.57944149],[127.06773702,37.57939894],[127.06765891,37.57935079],[127.06758638,37.5792974],[127.06751996,37.57923918],[127.06746018,37.57917658],[127.06740748,37.57911007],[127.06736226,37.57904015],[127.06732487,37.57896737],[127.0672956,37.57889227],[127.06727466,37.57881542],[127.06726221,37.57873742],[127.06725836,37.57865885],[127.06726312,37.57858031],[127.06727647,37.5785024],[127.0672983,37.57842571],[127.06732844,37.57835082],[127.06736667,37.57827832],[127.06741269,37.57820874],[127.06746616,37.57814262],[127.06752667,37.57808045],[127.06759375,37.57802273],[127.0676669,37.57796987],[127.06774555,37.57792229],[127.06782912,37.57788035],[127.06791697,37.57784436],[127.06800842,37.5778146],[127.06810278,37.5777913],[127.06819933,37.57777464],[127.06829734,37.57776473],[127.06839607,37.57776166],[127.06849475,37.57776545],[127.06859264,37.57777608],[127.068689,37.57779345],[127.06878309,37.57781744],[127.06887419,37.57784786],[127.06896162,37.57788449],[127.0690447,37.57792704],[127.0691228,37.57797519],[127.06919534,37.57802858],[127.06926175,37.5780868],[127.06932154,37.5781494],[127.06937424,37.57821591],[127.06941946,37.57828582],[127.06945685,37.57835861],[127.06948612,37.57843371],[127.06950707,37.57851055],[127.06951951,37.57858856],[127.06952337,37.57866713]]]}"
104612,2020058,1123010700,11230013,서울특별시 동대문구13,서울특별시 동대문구 청량리동(청량리역 부근),18,24,0,5,18,1,127.0454199,37.58044481,"{""type"":""Polygon"",""coordinates"":[[[127.04655242,37.58044917],[127.04654763,37.58052771],[127.04653426,37.58060561],[127.04651241,37.5806823],[127.04648225,37.58075718],[127.046444,37.58082968],[127.04639795,37.58089925],[127.04634447,37.58096536],[127.04628394,37.58102751],[127.04621684,37.58108523],[127.04614367,37.58113807],[127.046065,37.58118563],[127.04598141,37.58122756],[127.04589356,37.58126353],[127.04580209,37.58129327],[127.04570772,37.58131655],[127.04561116,37.5813332],[127.04551314,37.58134309],[127.04541441,37.58134614],[127.04531572,37.58134233],[127.04521783,37.58133169],[127.04512147,37.5813143],[127.04502739,37.58129029],[127.04493629,37.58125984],[127.04484887,37.5812232],[127.0447658,37.58118063],[127.04468771,37.58113246],[127.04461519,37.58107906],[127.04454879,37.58102083],[127.04448903,37.58095821],[127.04443634,37.58089169],[127.04439115,37.58082177],[127.04435378,37.58074898],[127.04432453,37.58067387],[127.04430361,37.58059702],[127.04429119,37.58051902],[127.04428736,37.58044044],[127.04429215,37.58036191],[127.04430552,37.580284],[127.04432737,37.58020731],[127.04435754,37.58013244],[127.04439579,37.58005994],[127.04444184,37.57999037],[127.04449533,37.57992426],[127.04455585,37.57986211],[127.04462295,37.57980439],[127.04469612,37.57975155],[127.04477479,37.57970398],[127.04485838,37.57966206],[127.04494623,37.57962609],[127.0450377,37.57959635],[127.04513207,37.57957307],[127.04522863,37.57955642],[127.04532664,37.57954653],[127.04542537,37.57954348],[127.04552405,37.57954729],[127.04562195,37.57955794],[127.0457183,37.57957533],[127.04581238,37.57959933],[127.04590348,37.57962977],[127.04599089,37.57966642],[127.04607396,37.57970899],[127.04615206,37.57975716],[127.04622458,37.57981056],[127.04629097,37.57986879],[127.04635074,37.5799314],[127.04640342,37.57999792],[127.04644862,37.58006784],[127.04648599,37.58014063],[127.04651524,37.58021574],[127.04653616,37.58029259],[127.04654859,37.58037059],[127.04655242,37.58044917]]]}"
104614,2020058,1123011000,11230014,서울특별시 동대문구14,서울특별시 동대문구 이문동(우영목욕탕 부근),17,18,0,8,9,1,127.0580354,37.59309888,"{""type"":""Polygon"",""coordinates"":[[[127.05916816,37.59310311],[127.05916339,37.59318165],[127.05915003,37.59325956],[127.05912819,37.59333625],[127.05909803,37.59341113],[127.05905979,37.59348363],[127.05901375,37.59355321],[127.05896026,37.59361933],[127.05889974,37.59368148],[127.05883263,37.5937392],[127.05875946,37.59379205],[127.05868078,37.59383963],[127.05859719,37.59388157],[127.05850932,37.59391754],[127.05841785,37.59394729],[127.05832346,37.59397059],[127.05822689,37.59398724],[127.05812885,37.59399714],[127.05803011,37.5940002],[127.0579314,37.5939964],[127.05783349,37.59398577],[127.05773712,37.59396839],[127.05764301,37.59394439],[127.05755189,37.59391396],[127.05746446,37.59387732],[127.05738136,37.59383476],[127.05730325,37.5937866],[127.05723071,37.59373321],[127.05716429,37.59367498],[127.0571045,37.59361238],[127.0570518,37.59354586],[127.05700659,37.59347594],[127.0569692,37.59340316],[127.05693993,37.59332805],[127.056919,37.59325121],[127.05690656,37.5931732],[127.05690272,37.59309463],[127.05690749,37.59301609],[127.05692085,37.59293818],[127.0569427,37.59286149],[127.05697285,37.59278661],[127.0570111,37.59271411],[127.05705714,37.59264453],[127.05711063,37.59257842],[127.05717116,37.59251626],[127.05723826,37.59245854],[127.05731143,37.59240569],[127.05739011,37.59235812],[127.0574737,37.59231618],[127.05756157,37.5922802],[127.05765304,37.59225046],[127.05774742,37.59222716],[127.057844,37.59221051],[127.05794203,37.59220061],[127.05804077,37.59219755],[127.05813947,37.59220135],[127.05823738,37.59221198],[127.05833375,37.59222936],[127.05842786,37.59225336],[127.05851897,37.59228379],[127.05860641,37.59232042],[127.0586895,37.59236298],[127.05876762,37.59241114],[127.05884016,37.59246454],[127.05890657,37.59252276],[127.05896636,37.59258537],[127.05901906,37.59265188],[127.05906428,37.5927218],[127.05910167,37.59279458],[127.05913094,37.59286969],[127.05915188,37.59294653],[127.05916432,37.59302454],[127.05916816,37.59310311]]]}"
104615,2020058,1123010700,11230015,서울특별시 동대문구15,서울특별시 동대문구 청량리동(영휘원 부근),17,22,0,6,15,1,127.042337,37.58674561,"{""type"":""Polygon"",""coordinates"":[[[127.04346961,37.58675],[127.04346482,37.58682854],[127.04345145,37.58690644],[127.04342959,37.58698313],[127.04339942,37.587058],[127.04336116,37.5871305],[127.04331511,37.58720007],[127.04326162,37.58726618],[127.04320109,37.58732833],[127.04313398,37.58738605],[127.0430608,37.58743888],[127.04298212,37.58748645],[127.04289852,37.58752837],[127.04281066,37.58756434],[127.04271918,37.58759408],[127.0426248,37.58761736],[127.04252823,37.587634],[127.0424302,37.58764389],[127.04233147,37.58764693],[127.04223277,37.58764312],[127.04213487,37.58763248],[127.04203851,37.58761509],[127.04194442,37.58759108],[127.04185331,37.58756063],[127.04176589,37.58752398],[127.04168281,37.58748141],[127.04160472,37.58743324],[127.04153219,37.58737983],[127.04146579,37.5873216],[127.04140602,37.58725899],[127.04135334,37.58719247],[127.04130814,37.58712254],[127.04127078,37.58704975],[127.04124152,37.58697464],[127.04122061,37.58689779],[127.04120819,37.58681979],[127.04120436,37.58674121],[127.04120915,37.58666267],[127.04122253,37.58658477],[127.04124439,37.58650808],[127.04127456,37.58643321],[127.04131282,37.58636071],[127.04135887,37.58629114],[127.04141237,37.58622503],[127.0414729,37.58616288],[127.04154001,37.58610517],[127.04161318,37.58605233],[127.04169187,37.58600477],[127.04177546,37.58596284],[127.04186332,37.58592688],[127.0419548,37.58589714],[127.04204917,37.58587386],[127.04214574,37.58585722],[127.04224377,37.58584733],[127.0423425,37.58584429],[127.0424412,37.5858481],[127.0425391,37.58585874],[127.04263546,37.58587613],[127.04272955,37.58590014],[127.04282065,37.58593059],[127.04290807,37.58596723],[127.04299115,37.58600981],[127.04306924,37.58605798],[127.04314177,37.58611138],[127.04320817,37.58616961],[127.04326794,37.58623223],[127.04332062,37.58629875],[127.04336582,37.58636867],[127.04340319,37.58644146],[127.04343244,37.58651657],[127.04345336,37.58659342],[127.04346578,37.58667142],[127.04346961,37.58675]]]}"
104221,2020058,1123010600,11230016,서울특별시 동대문구16,서울특별시 동대문구 장안동(성동구동대문구경계3 부근),16,18,0,5,11,2,127.0583139,37.56289718,"{""type"":""Polygon"",""coordinates"":[[[127.05944613,37.56290141],[127.05944136,37.56297995],[127.05942801,37.56305786],[127.05940618,37.56313455],[127.05937603,37.56320943],[127.0593378,37.56328193],[127.05929178,37.56335151],[127.05923832,37.56341763],[127.05917782,37.56347979],[127.05911074,37.56353751],[127.0590376,37.56359036],[127.05895895,37.56363793],[127.0588754,37.56367987],[127.05878756,37.56371585],[127.05869613,37.5637456],[127.05860178,37.56376889],[127.05850524,37.56378555],[127.05840725,37.56379545],[127.05830854,37.56379851],[127.05820988,37.56379471],[127.05811201,37.56378408],[127.05801567,37.5637667],[127.0579216,37.5637427],[127.05783052,37.56371227],[127.05774312,37.56367563],[127.05766006,37.56363307],[127.05758198,37.56358491],[127.05750946,37.56353152],[127.05744307,37.5634733],[127.05738331,37.56341069],[127.05733063,37.56334417],[127.05728543,37.56327425],[127.05724806,37.56320147],[127.0572188,37.56312636],[127.05719787,37.56304952],[127.05718544,37.56297151],[127.0571816,37.56289294],[127.05718637,37.5628144],[127.05719973,37.56273649],[127.05722156,37.5626598],[127.05725171,37.56258492],[127.05728994,37.56251242],[127.05733596,37.56244284],[127.05738943,37.56237673],[127.05744993,37.56231457],[127.057517,37.56225685],[127.05759014,37.562204],[127.05766879,37.56215642],[127.05775235,37.56211449],[127.05784018,37.56207851],[127.05793161,37.56204876],[127.05802596,37.56202546],[127.05812249,37.56200881],[127.05822048,37.56199891],[127.05831919,37.56199585],[127.05841785,37.56199965],[127.05851572,37.56201028],[127.05861205,37.56202766],[127.05870612,37.56205165],[127.0587972,37.56208209],[127.0588846,37.56211872],[127.05896766,37.56216128],[127.05904574,37.56220944],[127.05911825,37.56226284],[127.05918464,37.56232106],[127.05924441,37.56238366],[127.05929709,37.56245018],[127.05934229,37.5625201],[127.05937966,37.56259288],[127.05940892,37.56266799],[127.05942985,37.56274483],[127.05944229,37.56282284],[127.05944613,37.56290141]]]}"
104454,2020058,1123010200,11230017,서울특별시 동대문구17,서울특별시 동대문구 용두동(용두동사거리일반국도6 부근),16,18,0,4,13,1,127.0311005,37.57805206,"{""type"":""Polygon"",""coordinates"":[[[127.03223301,37.57805655],[127.03222821,37.57813509],[127.03221483,37.578213],[127.03219296,37.57828968],[127.03216279,37.57836455],[127.03212452,37.57843705],[127.03207847,37.57850661],[127.03202497,37.57857272],[127.03196443,37.57863486],[127.03189732,37.57869257],[127.03182415,37.5787454],[127.03174547,37.57879296],[127.03166188,37.57883488],[127.03157401,37.57887084],[127.03148255,37.57890056],[127.03138817,37.57892383],[127.03129161,37.57894047],[127.03119359,37.57895034],[127.03109487,37.57895338],[127.03099619,37.57894956],[127.0308983,37.57893891],[127.03080195,37.57892151],[127.03070787,37.57889749],[127.03061678,37.57886703],[127.03052937,37.57883038],[127.03044632,37.5787878],[127.03036823,37.57873962],[127.03029573,37.57868621],[127.03022934,37.57862797],[127.03016959,37.57856535],[127.03011692,37.57849882],[127.03007174,37.57842889],[127.03003439,37.5783561],[127.03000515,37.57828099],[127.02998425,37.57820414],[127.02997185,37.57812613],[127.02996803,37.57804755],[127.02997283,37.57796902],[127.02998622,37.57789111],[127.03000809,37.57781443],[127.03003827,37.57773955],[127.03007653,37.57766706],[127.03012259,37.5775975],[127.03017609,37.57753139],[127.03023662,37.57746925],[127.03030373,37.57741154],[127.03037691,37.57735871],[127.03045559,37.57731115],[127.03053918,37.57726924],[127.03062704,37.57723328],[127.0307185,37.57720355],[127.03081287,37.57718028],[127.03090943,37.57716364],[127.03100745,37.57715377],[127.03110617,37.57715073],[127.03120485,37.57715455],[127.03130274,37.57716521],[127.03139909,37.57718261],[127.03149316,37.57720663],[127.03158425,37.57723708],[127.03167166,37.57727374],[127.03175471,37.57731631],[127.0318328,37.57736449],[127.0319053,37.5774179],[127.03197169,37.57747614],[127.03203144,37.57753876],[127.03208411,37.57760529],[127.03212929,37.57767521],[127.03216664,37.57774801],[127.03219588,37.57782312],[127.03221679,37.57789997],[127.03222919,37.57797798],[127.03223301,37.57805655]]]}"
104328,2020058,1123010300,11230018,서울특별시 동대문구18,서울특별시 동대문구 제기동(고려대역앞삼거리1 부근),15,16,1,7,7,1,127.0363316,37.58919533,"{""type"":""Polygon"",""coordinates"":[[[127.03746426,37.58919978],[127.03745947,37.58927832],[127.03744609,37.58935622],[127.03742422,37.58943291],[127.03739405,37.58950778],[127.03735578,37.58958028],[127.03730972,37.58964984],[127.03725622,37.58971595],[127.03719568,37.5897781],[127.03712857,37.58983581],[127.03705538,37.58988864],[127.03697669,37.5899362],[127.03689309,37.58997813],[127.03680522,37.59001409],[127.03671374,37.59004382],[127.03661936,37.5900671],[127.03652278,37.59008374],[127.03642475,37.59009361],[127.03632601,37.59009666],[127.03622731,37.59009284],[127.03612941,37.59008219],[127.03603304,37.59006479],[127.03593895,37.59004078],[127.03584785,37.59001033],[127.03576042,37.58997368],[127.03567735,37.5899311],[127.03559925,37.58988292],[127.03552673,37.58982952],[127.03546033,37.58977128],[127.03540057,37.58970866],[127.03534789,37.58964214],[127.03530269,37.58957221],[127.03526533,37.58949942],[127.03523608,37.58942431],[127.03521517,37.58934746],[127.03520276,37.58926945],[127.03519894,37.58919088],[127.03520374,37.58911234],[127.03521712,37.58903443],[127.03523899,37.58895775],[127.03526916,37.58888288],[127.03530743,37.58881038],[127.03535349,37.58874081],[127.03540699,37.58867471],[127.03546753,37.58861256],[127.03553465,37.58855485],[127.03560783,37.58850202],[127.03568652,37.58845446],[127.03577012,37.58841254],[127.03585799,37.58837658],[127.03594947,37.58834684],[127.03604385,37.58832357],[127.03614043,37.58830693],[127.03623845,37.58829705],[127.03633719,37.58829401],[127.03643589,37.58829783],[127.03653379,37.58830848],[127.03663015,37.58832587],[127.03672424,37.58834989],[127.03681535,37.58838034],[127.03690277,37.58841699],[127.03698584,37.58845956],[127.03706394,37.58850774],[127.03713646,37.58856114],[127.03720286,37.58861938],[127.03726262,37.588682],[127.0373153,37.58874852],[127.0373605,37.58881845],[127.03739786,37.58889124],[127.03742711,37.58896635],[127.03744802,37.5890432],[127.03746044,37.5891212],[127.03746426,37.58919978]]]}"
